schema_name,property_path,payload_json_path,json_pointer,property_name,type,format,required,nullable,description,enum,ref,item_type,item_ref,example
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].conditions[].operands[].valueType,$.data[*].versions[*].conditions[*].operands[*].valueType,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/conditions/items/properties/operands/items/properties/valueType,valueType,string,,False,True,Type of the value,,,,,text
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].conditions[].operands[].dataSource,$.data[*].versions[*].conditions[*].operands[*].dataSource,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/conditions/items/properties/operands/items/properties/dataSource,dataSource,string,,False,True,Data source from which field is retrieved. If empty then Entity Data properties will be used.,,,,,entityDataMetadata
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].conditions[].operands[].operation,$.data[*].versions[*].conditions[*].operands[*].operation,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/conditions/items/properties/operands/items/properties/operation,operation,string,,False,True,Logical operation to be performed to match the values,,,,,equal
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].conditions[].operands[].logicalOperation,$.data[*].versions[*].conditions[*].operands[*].logicalOperation,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/conditions/items/properties/operands/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation to be performed on the operands collection,,,,,AND
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].conditions[].operands[].operands,$.data[*].versions[*].conditions[*].operands[*].operands,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/conditions/items/properties/operands/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].conditions[].operands[].valueField,$.data[*].versions[*].conditions[*].operands[*].valueField,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/conditions/items/properties/operands/items/properties/valueField,valueField,,,False,True,Field value used for conditional limit validation,,,,,
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].versionNumber,$.data[*].versions[*].versionNumber,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/versionNumber,versionNumber,integer,int32,False,False,The versions number,,,,,1
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].effectiveFrom,$.data[*].versions[*].effectiveFrom,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/effectiveFrom,effectiveFrom,string,date-time,False,False,The date that the version takes effect when published,,,,,2021-01-01T14:48:00.000Z
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].effectiveUntil,$.data[*].versions[*].effectiveUntil,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/effectiveUntil,effectiveUntil,string,date-time,False,True,The calculated date that the version ceases being active,,,,,2021-01-01T14:48:00.000Z
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].publicationDate,$.data[*].versions[*].publicationDate,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/publicationDate,publicationDate,string,date-time,False,True,The date that the version got published,,,,,2021-01-01T14:48:00.000Z
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].status,$.data[*].versions[*].status,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/status,status,,,False,False,The status of the version,,,,,Published
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].created,$.data[*].versions[*].created,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/created,created,string,date-time,False,False,The creation date of the version,,,,,2021-01-01T14:48:00.000Z
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].isActive,$.data[*].versions[*].isActive,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/isActive,isActive,boolean,,False,False,The calculated flag to annotate whether this is the model's latest version at the time of the query (not necessarily published),,,,,True
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].signees,$.data[*].versions[*].signees,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/signees,signees,array,,False,True,The defined list of signees for the version,,,object,#/components/schemas/Signee,
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].signees[].subject,$.data[*].versions[*].signees[*].subject,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/signees/items/properties/subject,subject,string,,False,True,,,,,,
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].signees[].successor,$.data[*].versions[*].signees[*].successor,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/signees/items/properties/successor,successor,,,False,True,,,,,,
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].signees[].action,$.data[*].versions[*].signees[*].action,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/signees/items/properties/action,action,,,False,True,,,,,,
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].signees[].hasProcessedRequest,$.data[*].versions[*].signees[*].hasProcessedRequest,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/signees/items/properties/hasProcessedRequest,hasProcessedRequest,boolean,,False,False,,,,,,
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].version,$.data[*].versions[*].version,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/version,version,integer,int32,False,False,Version number for given Aggregate (concurrency check),,,,,1
RequirementSetDtoIEnumerableServiceResponse,data[].versions[].notes,$.data[*].versions[*].notes,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/notes,notes,string,,False,True,Optional description of changes made that will be visible to all users who can access the version. It's assumed that version notes won't contain 'personal identifiable information'. Please note that having many versions with very long notes could hurt API performance in the long term.,,,,,Example Notes
RequirementSetDtoIEnumerableServiceResponse,data[].version,$.data[*].version,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/version,version,integer,int32,False,False,Version number for given Aggregate (concurrency check),,,,,1
RequirementSetDtoIEnumerableServiceResponse,data[].status,$.data[*].status,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/status,status,string,,False,True,Requirement Set status,,,,,Active
RequirementSetDtoIEnumerableServiceResponse,data[].jurisdiction,$.data[*].jurisdiction,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/data/items/properties/jurisdiction,jurisdiction,string,,False,True,Jurisdiction of the requirement set,,,,,Global
RequirementSetDtoIEnumerableServiceResponse,messages,$.messages,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/messages,messages,array,,False,True,List of Fenergo.Nebula.Platform.Core.Models.Response.ServiceResponseMessage associated to the service response,,,object,#/components/schemas/ServiceResponseMessage,
RequirementSetDtoIEnumerableServiceResponse,messages[].message,$.messages[*].message,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/messages/items/properties/message,message,string,,False,True,The message,,,,,Success
RequirementSetDtoIEnumerableServiceResponse,messages[].type,$.messages[*].type,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/messages/items/properties/type,type,string,,False,True,"Type of the message One of Info, Warning, Error, Forbidden",,,,,Info
RequirementSetDtoIEnumerableServiceResponse,messages[].errorCode,$.messages[*].errorCode,#/components/schemas/RequirementSetDtoIEnumerableServiceResponse/properties/messages/items/properties/errorCode,errorCode,string,,False,True,Error Code,,,,,INTERNAL_SERVER_ERROR
RequirementSetJurisdictionDto,availableJurisdictions,$.availableJurisdictions,#/components/schemas/RequirementSetJurisdictionDto/properties/availableJurisdictions,availableJurisdictions,array,,False,True,List of available jurisdictions in which requirement sets are created,,,string,,
RequirementSetJurisdictionDtoServiceResponse,data,$.data,#/components/schemas/RequirementSetJurisdictionDtoServiceResponse/properties/data,data,,,False,True,Response DTO representing requirement sets jurisdictions available,,,,,
RequirementSetJurisdictionDtoServiceResponse,messages,$.messages,#/components/schemas/RequirementSetJurisdictionDtoServiceResponse/properties/messages,messages,array,,False,True,List of Fenergo.Nebula.Platform.Core.Models.Response.ServiceResponseMessage associated to the service response,,,object,#/components/schemas/ServiceResponseMessage,
RequirementSetJurisdictionDtoServiceResponse,messages[].message,$.messages[*].message,#/components/schemas/RequirementSetJurisdictionDtoServiceResponse/properties/messages/items/properties/message,message,string,,False,True,The message,,,,,Success
RequirementSetJurisdictionDtoServiceResponse,messages[].type,$.messages[*].type,#/components/schemas/RequirementSetJurisdictionDtoServiceResponse/properties/messages/items/properties/type,type,string,,False,True,"Type of the message One of Info, Warning, Error, Forbidden",,,,,Info
RequirementSetJurisdictionDtoServiceResponse,messages[].errorCode,$.messages[*].errorCode,#/components/schemas/RequirementSetJurisdictionDtoServiceResponse/properties/messages/items/properties/errorCode,errorCode,string,,False,True,Error Code,,,,,INTERNAL_SERVER_ERROR
RequirementSetVersionDto,id,$.id,#/components/schemas/RequirementSetVersionDto/properties/id,id,string,uuid,False,False,The UiD of the requirement set version,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
RequirementSetVersionDto,setId,$.setId,#/components/schemas/RequirementSetVersionDto/properties/setId,setId,string,uuid,False,False,The UiD of the requirement set that the version belongs to,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
RequirementSetVersionDto,requirementSetStatus,$.requirementSetStatus,#/components/schemas/RequirementSetVersionDto/properties/requirementSetStatus,requirementSetStatus,string,,False,True,Requirement set status,,,,,Active
RequirementSetVersionDto,name,$.name,#/components/schemas/RequirementSetVersionDto/properties/name,name,string,,False,True,Requirement set name,,,,,Fenergo Comprehensive Standard Policy Requirements
RequirementSetVersionDto,jurisdiction,$.jurisdiction,#/components/schemas/RequirementSetVersionDto/properties/jurisdiction,jurisdiction,string,,False,True,Requirement set jurisdiction,,,,,Global
RequirementSetVersionDto,defaultDataProtectionJurisdiction,$.defaultDataProtectionJurisdiction,#/components/schemas/RequirementSetVersionDto/properties/defaultDataProtectionJurisdiction,defaultDataProtectionJurisdiction,string,,False,True,Default jurisdiction for data protection,,,,,Global
RequirementSetVersionDto,requirements,$.requirements,#/components/schemas/RequirementSetVersionDto/properties/requirements,requirements,array,,False,True,List of requirements,,,object,#/components/schemas/RequirementDto,
RequirementSetVersionDto,requirements[].rootVersionId,$.requirements[*].rootVersionId,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/rootVersionId,rootVersionId,string,uuid,False,False,The UiD of the root requirement set version,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
RequirementSetVersionDto,requirements[].versionNumber,$.requirements[*].versionNumber,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/versionNumber,versionNumber,integer,int32,False,False,Requirement set version number,,,,,1
RequirementSetVersionDto,requirements[].id,$.requirements[*].id,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/id,id,string,uuid,False,False,The UiD of the requirement,,,,,84ec28e2-d786-417b-850f-96321dd849dd
RequirementSetVersionDto,requirements[].tenant,$.requirements[*].tenant,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/tenant,tenant,string,,False,True,The UiD of the tenant,,,,,c345f3e9-c9f7-40ac-9eaa-654c2d2de1d1
RequirementSetVersionDto,requirements[].category,$.requirements[*].category,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/category,category,string,,False,True,Requirement business category,,,,,Basic Details
RequirementSetVersionDto,requirements[].description,$.requirements[*].description,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/description,description,string,,False,True,Requirement description,,,,,This is the client first name
RequirementSetVersionDto,requirements[].template,$.requirements[*].template,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/template,template,string,,False,True,Requirement template,,,,,Product
RequirementSetVersionDto,requirements[].entityType,$.requirements[*].entityType,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/entityType,entityType,string,,False,True,Requirement entity type,,,,,Individual
RequirementSetVersionDto,requirements[].name,$.requirements[*].name,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/name,name,string,,False,True,Requirement name,,,,,First Name
RequirementSetVersionDto,requirements[].isSensitiveData,$.requirements[*].isSensitiveData,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/isSensitiveData,isSensitiveData,boolean,,False,False,Requirement sensitive data flag,,,,,True
RequirementSetVersionDto,requirements[].isMaterialData,$.requirements[*].isMaterialData,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/isMaterialData,isMaterialData,boolean,,False,False,Requirement material data flag,,,,,True
RequirementSetVersionDto,requirements[].isCoreDefinition,$.requirements[*].isCoreDefinition,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/isCoreDefinition,isCoreDefinition,boolean,,False,False,Requirement is defined as core and cannot be deleted or altered,,,,,False
RequirementSetVersionDto,requirements[].jurisdiction,$.requirements[*].jurisdiction,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/jurisdiction,jurisdiction,string,,False,True,Requirement jurisdiction,,,,,Global
RequirementSetVersionDto,requirements[].references,$.requirements[*].references,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/references,references,array,,False,True,Requirement references list,,,object,#/components/schemas/ReferenceDto,
RequirementSetVersionDto,requirements[].references[].type,$.requirements[*].references[*].type,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/references/items/properties/type,type,string,,False,True,Reference type,,,,,FATCA
RequirementSetVersionDto,requirements[].references[].description,$.requirements[*].references[*].description,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/references/items/properties/description,description,string,,False,True,Reference description,,,,,Foreign Account Tax Compliance Act
RequirementSetVersionDto,requirements[].references[].url,$.requirements[*].references[*].url,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/references/items/properties/url,url,string,,False,True,Reference URL,,,,,www.irs.gov
RequirementSetVersionDto,requirements[].targetEntity,$.requirements[*].targetEntity,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/targetEntity,targetEntity,string,,False,True,Requirement target entity,,,,,Client
RequirementSetVersionDto,requirements[].classification,$.requirements[*].classification,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/classification,classification,string,,False,True,Requirement classification,,,,,Customer Profiling
RequirementSetVersionDto,requirements[].type,$.requirements[*].type,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/type,type,string,,False,True,Requirement type,,,,,Data
RequirementSetVersionDto,requirements[].conditions,$.requirements[*].conditions,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditions,conditions,array,,False,True,Requirement conditions list,,,object,#/components/schemas/ConditionDto,
RequirementSetVersionDto,requirements[].conditions[].id,$.requirements[*].conditions[*].id,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditions/items/properties/id,id,string,uuid,False,False,The ID of the condition,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
RequirementSetVersionDto,requirements[].conditions[].name,$.requirements[*].conditions[*].name,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditions/items/properties/name,name,string,,False,True,The name of the condition,,,,,Company-type only
RequirementSetVersionDto,requirements[].conditions[].description,$.requirements[*].conditions[*].description,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditions/items/properties/description,description,string,,False,True,The description of the condition,,,,,Applicable only when EntityType=Company
RequirementSetVersionDto,requirements[].conditions[].logicalOperation,$.requirements[*].conditions[*].logicalOperation,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditions/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation on the Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDto.Operands collection,,,,,AND
RequirementSetVersionDto,requirements[].conditions[].operands,$.requirements[*].conditions[*].operands,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditions/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
RequirementSetVersionDto,requirements[].conditions[].operands[].fieldName,$.requirements[*].conditions[*].operands[*].fieldName,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditions/items/properties/operands/items/properties/fieldName,fieldName,string,,False,True,Name of the field to evaluate,,,,,EntityType
RequirementSetVersionDto,requirements[].conditions[].operands[].value,$.requirements[*].conditions[*].operands[*].value,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditions/items/properties/operands/items/properties/value,value,array,,False,True,List of values,,,string,,
RequirementSetVersionDto,requirements[].conditions[].operands[].valueId,$.requirements[*].conditions[*].operands[*].valueId,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditions/items/properties/operands/items/properties/valueId,valueId,array,,False,True,List of value ids,,,string,,
RequirementSetVersionDto,requirements[].conditions[].operands[].valueType,$.requirements[*].conditions[*].operands[*].valueType,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditions/items/properties/operands/items/properties/valueType,valueType,string,,False,True,Type of the value,,,,,text
RequirementSetVersionDto,requirements[].conditions[].operands[].dataSource,$.requirements[*].conditions[*].operands[*].dataSource,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditions/items/properties/operands/items/properties/dataSource,dataSource,string,,False,True,Data source from which field is retrieved. If empty then Entity Data properties will be used.,,,,,entityDataMetadata
RequirementSetVersionDto,requirements[].conditions[].operands[].operation,$.requirements[*].conditions[*].operands[*].operation,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditions/items/properties/operands/items/properties/operation,operation,string,,False,True,Logical operation to be performed to match the values,,,,,equal
RequirementSetVersionDto,requirements[].conditions[].operands[].logicalOperation,$.requirements[*].conditions[*].operands[*].logicalOperation,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditions/items/properties/operands/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation to be performed on the operands collection,,,,,AND
RequirementSetVersionDto,requirements[].conditions[].operands[].operands,$.requirements[*].conditions[*].operands[*].operands,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditions/items/properties/operands/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
RequirementSetVersionDto,requirements[].conditions[].operands[].valueField,$.requirements[*].conditions[*].operands[*].valueField,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditions/items/properties/operands/items/properties/valueField,valueField,,,False,True,Field value used for conditional limit validation,,,,,
RequirementSetVersionDto,requirements[].RequirementSetId,$.requirements[*].RequirementSetId,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/RequirementSetId,RequirementSetId,string,uuid,False,False,The UiD of the current requirement set version,,,,,c060f297-70a2-4d4c-9360-9b5b39060ff0
RequirementSetVersionDto,requirements[].versionId,$.requirements[*].versionId,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/versionId,versionId,string,uuid,False,False,The UiD of the current requirement set version,,,,,e060f297-70a2-4d4c-9360-9b5b39060ff0
RequirementSetVersionDto,requirements[].dataField,$.requirements[*].dataField,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/dataField,dataField,,,False,True,Data Field,,,,,
RequirementSetVersionDto,requirements[].dataProtectionJurisdiction,$.requirements[*].dataProtectionJurisdiction,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/dataProtectionJurisdiction,dataProtectionJurisdiction,string,,False,True,Jurisdiction for data protection,,,,,Global
RequirementSetVersionDto,requirements[].order,$.requirements[*].order,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/order,order,number,double,False,True,Order,,,,,1
RequirementSetVersionDto,requirements[].defaultValue,$.requirements[*].defaultValue,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/defaultValue,defaultValue,string,,False,True,Default Value,,,,,Not Available
RequirementSetVersionDto,requirements[].isReadOnly,$.requirements[*].isReadOnly,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/isReadOnly,isReadOnly,boolean,,False,False,Is requirement readonly,,,,,False
RequirementSetVersionDto,requirements[].isIndexable,$.requirements[*].isIndexable,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/isIndexable,isIndexable,boolean,,False,False,Is requirement indexable,,,,,True
RequirementSetVersionDto,requirements[].isJourneyLevelData,$.requirements[*].isJourneyLevelData,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/isJourneyLevelData,isJourneyLevelData,boolean,,False,False,Is journey level data,,,,,False
RequirementSetVersionDto,requirements[].isMandatoryIndexable,$.requirements[*].isMandatoryIndexable,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/isMandatoryIndexable,isMandatoryIndexable,boolean,,False,False,Is requirement mandatory indexable,,,,,True
RequirementSetVersionDto,requirements[].isMandatory,$.requirements[*].isMandatory,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/isMandatory,isMandatory,boolean,,False,False,Is requirement mandatory,,,,,False
RequirementSetVersionDto,requirements[].documentDescription,$.requirements[*].documentDescription,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/documentDescription,documentDescription,string,,False,True,Document Description,,,,,Driver License
RequirementSetVersionDto,requirements[].documentDataKey,$.requirements[*].documentDataKey,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/documentDataKey,documentDataKey,string,,False,True,Document Data Key,,,,,
RequirementSetVersionDto,requirements[].documentAccessLayers,$.requirements[*].documentAccessLayers,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/documentAccessLayers,documentAccessLayers,,,False,True,Document Access Layers,,,,,
RequirementSetVersionDto,requirements[].acceptableDocumentDataKeys,$.requirements[*].acceptableDocumentDataKeys,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/acceptableDocumentDataKeys,acceptableDocumentDataKeys,array,,False,True,List of acceptable Document Types for the Document Requirement,,,string,,
RequirementSetVersionDto,requirements[].fieldAccessLayers,$.requirements[*].fieldAccessLayers,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/fieldAccessLayers,fieldAccessLayers,,,False,True,Field Access Layers,,,,,
RequirementSetVersionDto,requirements[].isMasked,$.requirements[*].isMasked,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/isMasked,isMasked,boolean,,False,False,Flag indicating if field is masked due to missing Sensitive Data Access layers,,,,,False
RequirementSetVersionDto,requirements[].ownershipDataKey,$.requirements[*].ownershipDataKey,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/ownershipDataKey,ownershipDataKey,string,,False,True,Ownership Data Key,,,,,DataKey
RequirementSetVersionDto,requirements[].partyTypes,$.requirements[*].partyTypes,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/partyTypes,partyTypes,array,,False,True,"Party Types e.g. [""Director""]",,,string,,
RequirementSetVersionDto,requirements[].uboThreshold,$.requirements[*].uboThreshold,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/uboThreshold,uboThreshold,number,double,False,True,UBO Threshold,,,,,0.6
RequirementSetVersionDto,requirements[].relatedPartyEntityTypes,$.requirements[*].relatedPartyEntityTypes,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/relatedPartyEntityTypes,relatedPartyEntityTypes,array,,False,True,"Types of Related Party Entity e.g. [""Individual""]",,,string,,
RequirementSetVersionDto,requirements[].directAssociationsOnly,$.requirements[*].directAssociationsOnly,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/directAssociationsOnly,directAssociationsOnly,boolean,,False,False,Is Only direct association,,,,,False
RequirementSetVersionDto,requirements[].idvOn,$.requirements[*].idvOn,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/idvOn,idvOn,boolean,,False,False,Is Idv On,,,,,False
RequirementSetVersionDto,requirements[].idvName,$.requirements[*].idvName,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/idvName,idvName,string,,False,True,Idv Name,,,,,IdentityRequirement
RequirementSetVersionDto,requirements[].idvTooltip,$.requirements[*].idvTooltip,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/idvTooltip,idvTooltip,string,,False,True,Idv Tooltip,,,,,Identity Requirement
RequirementSetVersionDto,requirements[].ownershipValidationRule,$.requirements[*].ownershipValidationRule,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/ownershipValidationRule,ownershipValidationRule,,,False,True,Ownership Validation Rule,,,,,
RequirementSetVersionDto,requirements[].validationRule,$.requirements[*].validationRule,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/validationRule,validationRule,,,False,True,Validation Rule,,,,,
RequirementSetVersionDto,requirements[].validationRulesV2,$.requirements[*].validationRulesV2,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/validationRulesV2,validationRulesV2,,,False,True,Request DTO representing validation data metadata,,,,,
RequirementSetVersionDto,requirements[].conditionalValues,$.requirements[*].conditionalValues,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditionalValues,conditionalValues,array,,False,True,List of conditional values,,,object,#/components/schemas/ConditionalValueDto,
RequirementSetVersionDto,requirements[].conditionalValues[].id,$.requirements[*].conditionalValues[*].id,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditionalValues/items/properties/id,id,string,uuid,False,False,The ID of the condition,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
RequirementSetVersionDto,requirements[].conditionalValues[].name,$.requirements[*].conditionalValues[*].name,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditionalValues/items/properties/name,name,string,,False,True,The name of the condition,,,,,Company-type only
RequirementSetVersionDto,requirements[].conditionalValues[].description,$.requirements[*].conditionalValues[*].description,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditionalValues/items/properties/description,description,string,,False,True,The description of the condition,,,,,Applicable only when EntityType=Company
RequirementSetVersionDto,requirements[].conditionalValues[].logicalOperation,$.requirements[*].conditionalValues[*].logicalOperation,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditionalValues/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation on the Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDto.Operands collection,,,,,AND
RequirementSetVersionDto,requirements[].conditionalValues[].operands,$.requirements[*].conditionalValues[*].operands,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditionalValues/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
RequirementSetVersionDto,requirements[].conditionalValues[].operands[].fieldName,$.requirements[*].conditionalValues[*].operands[*].fieldName,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditionalValues/items/properties/operands/items/properties/fieldName,fieldName,string,,False,True,Name of the field to evaluate,,,,,EntityType
RequirementSetVersionDto,requirements[].conditionalValues[].operands[].value,$.requirements[*].conditionalValues[*].operands[*].value,#/components/schemas/RequirementSetVersionDto/properties/requirements/items/properties/conditionalValues/items/properties/operands/items/properties/value,value,array,,False,True,List of values,,,string,,
